"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"LA1777 LVS01 hydrophilic"	"LA1777 LVS02 hydrophilic"	"LA1777 LVS03 hydrophilic"	"LA1777 TRI01 hydrophilic"	"LA1777 TRI02 hydrophilic"	"LA1777 TRI03 hydrophilic"	"LA4024 LVS01 hydrophilic"	"LA4024 LVS02 hydrophilic"	"LA4024 LVS03 hydrophilic"	"LA4024 TRI01 hydrophilic"	"LA4024 TRI02 hydrophilic"	"LA4024 TRI03 hydrophilic"
""	""	""	""	""	"664.3052"	""	""	""	"18.02"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"29.3035905373"	"33.8820003279"	"30.9235950619"
""	""	""	""	""	"665.1744"	""	""	""	"10.36"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"1.9515563742"	"1609.4871693088"	"2016.2408226415"	"1960.8050712069"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"665.1774"	""	""	""	"5.83"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"33.8540701042"	"13.3922089311"	"35.2054968812"	"0"	"0"	"0"	"0"	"2.128094247"	"0"
""	""	""	""	""	"665.1787"	""	""	""	"7.52"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"83.0927927691"	"108.5589616819"	"119.1101963359"	"7.0238933204"	"0"	"0"	"1.5275901228"	"0"	"0"
""	""	""	""	""	"665.1789"	""	""	""	"11.06"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"1.1043864539"	"1.1960584847"	"3.1208635974"	"1027.4501112171"	"987.2511498014"	"1221.9275001296"	"0"	"0"	"0"	"13.7579967297"	"22.3571288541"	"21.1494759449"
""	""	""	""	""	"665.181"	""	""	""	"15.09"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"7.463763531"	"4.9129385697"	"7.5240701661"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"665.1979"	""	""	""	"8.77"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"13.2042937099"	"0"	"5.7464993392"	"178.5266144831"	"120.9205641782"	"167.2389553902"	"0"	"0"	"0"	"1.685499954"	"2.9362084327"	"4.1462188981"
""	""	""	""	""	"665.2087"	""	""	""	"7.94"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4.7477876743"	"4.5426701326"	"0"	"0"	"0"
""	""	""	""	""	"665.213"	""	""	""	"12.16"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"1.2880485909"	"1.2968309323"	"1.7976361854"	"13.8820203623"	"10.4440459631"	"15.6301584459"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"665.2164"	""	""	""	"0.56"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"8.0894118861"	"5.1784633694"	"0"	"0"	"0"	"388.1327582755"	"424.6867589752"	"373.2014751282"
""	""	""	""	""	"665.2501"	""	""	""	"11.84"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"10.9543286602"	"19.7085835242"	"14.5540607084"
""	""	""	""	""	"665.3095"	""	""	""	"14.12"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"14.909084938"	"24.3146636164"	"13.496753911"	"2.8304248824"	"3.402911093"	"1.6160669183"	"1.0424863067"	"1.8570444518"	"1.6498542212"	"0"	"0"	"0"
""	""	""	""	""	"665.329"	""	""	""	"19.15"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"13.4279595282"	"18.8081687554"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"665.3397"	""	""	""	"15.4"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"370.2084802681"	"352.4657329601"	"347.2321172289"	"23918.4482373689"	"26949.269180728"	"24820.8948189155"	"9.0510634714"	"15.123584267"	"4.1051630001"	"49.5050940231"	"23.581397998"	"40.7614323524"
""	""	""	""	""	"665.3458"	""	""	""	"17.51"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0.8358023199"	"0"	"0"	"15.6354746424"	"38.5976260766"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"665.3465"	""	""	""	"16.78"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"14.8000006263"	"14.6647477121"	"9.6805361098"	"967.5583860928"	"1033.119762392"	"1151.620403089"	"0"	"0"	"0"	"1.4609865625"	"1.8544513786"	"0"
""	""	""	""	""	"665.3795"	""	""	""	"19.04"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"16.7307327727"	"17.4588872479"	"20.4742586428"
""	""	""	""	""	"665.3802"	""	""	""	"15.89"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.4760352693"	"4.6113448543"	"1.2740171853"
""	""	""	""	""	"666.1775"	""	""	""	"7.47"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"20.4041731985"	"40.1345832007"	"29.3541815048"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"666.26"	""	""	""	"18.51"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"16.7881585602"	"16.1936050071"	"17.7400058373"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"666.3155"	""	""	""	"14.31"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"73.062357978"	"74.2533484562"	"83.7379049006"	"18.1592095167"	"37.9105894189"	"30.763276179"	"21.1654894949"	"19.3839336787"	"21.61709762"	"0"	"0"	"0"
""	""	""	""	""	"666.3204"	""	""	""	"17.85"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"12.0308764529"	"18.3398182101"	"16.4744659216"
""	""	""	""	""	"667.1557"	""	""	""	"12"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0.9965030052"	"0"	"0"	"160.2967226416"	"200.5274779815"	"181.467925337"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"667.189"	""	""	""	"9.6"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"378.9419876902"	"457.5666212498"	"359.3502876454"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"667.2151"	""	""	""	"5.93"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"4.4747695272"	"6.4103524374"	"6.6581108103"	"324.5188716659"	"289.6841522446"	"419.3704784365"	"1.5533650146"	"2.8352135687"	"0"	"60.4800363307"	"54.1685793786"	"74.3524342632"
""	""	""	""	""	"667.2265"	""	""	""	"13.12"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"107.5006943896"	"43.7012952073"	"44.0880969055"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"667.2838"	""	""	""	"19.27"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"44.6861335043"	"57.482714078"	"48.0547404318"	"2055.1072289173"	"2412.267336451"	"2483.2236964004"	"0"	"0"	"0"	"5.7773838563"	"3.4276307488"	"6.0929015303"
""	""	""	""	""	"667.3408"	""	""	""	"18.66"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0.8519840589"	"0.6458744207"	"81.4656275556"	"83.650674318"	"99.7964543508"	"0"	"0"	"0"	"0"	"0.2951675217"	"0"
""	""	""	""	""	"667.3948"	""	""	""	"18.72"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"1.7211016726"	"0"	"0"	"0"	"1.1892543343"	"0"	"0.3857701629"	"12.7948880387"	"20.465405205"	"20.8840075751"
""	""	""	""	""	"669.1694"	""	""	""	"14.56"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"64.8727259242"	"91.9066206853"	"85.9408656457"	"0"	"0"	"0"	"0"	"3.8811473368"	"0"
""	""	""	""	""	"669.1719"	""	""	""	"13.22"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"463.3552133093"	"417.5663937605"	"538.7274425009"	"11.6677822027"	"9.7652062438"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"669.24"	""	""	""	"16.25"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"8.9253791293"	"8.3555687639"	"9.7308474376"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"669.2471"	""	""	""	"11.99"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"5.0406064534"	"3.6005247815"	"4.7696430123"	"708.2080382154"	"852.4280203912"	"726.1353048167"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"669.3025"	""	""	""	"11.55"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"110.6517046018"	"127.2142539347"	"118.9929044336"	"0"	"0"	"0"	"0"	"10.5705920096"	"2.5460793128"
""	""	""	""	""	"669.4656"	""	""	""	"21.29"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"14.3733477622"	"9.6260320545"	"20.7036839623"	"64.5595715458"	"70.342310927"	"89.4418834744"	"24.5864378216"	"15.6433452573"	"19.0773871459"	"38.4072460342"	"38.7849381055"	"31.9076580347"
""	""	""	""	""	"670.1878"	""	""	""	"5.92"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"52.0597300135"	"0"	"48.6128613465"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"670.2639"	""	""	""	"19.28"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"11.8689570735"	"13.2481573851"	"8.7460637528"	"316.6244879701"	"450.7855178718"	"374.2522963904"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"670.3147"	""	""	""	"18.68"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"7.7212063819"	"8.1968144815"	"7.160851361"
""	""	""	""	""	"670.3859"	""	""	""	"18.96"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"6.7845958704"	"0"	"0"	"40.4032753549"	"42.1947620797"	"55.8279833817"
""	""	""	""	""	"671.2573"	""	""	""	"10.51"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2.9545694553"	"9.2164898035"	"8.4553824273"	"78.0118476179"	"70.9872324664"	"93.2598881255"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"671.3048"	""	""	""	"13.65"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"14.6068187347"	"0"	"0"	"0"	"0"	"0"	"65.5152151105"	"54.8489781779"	"55.2936979037"	"0"	"0"	"0"
""	""	""	""	""	"671.3055"	""	""	""	"20.43"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"4.1767338742"	"0"	"0"	"41.4140428816"	"77.8427869754"	"81.8237763598"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"671.3259"	""	""	""	"14.84"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"2.6941204187"	"2.2839510194"	"1.1893404158"	"0"	"0.9383252689"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"671.3709"	""	""	""	"18.96"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"13.9020446548"	"23.3731398905"	"15.9009786477"	"0"	"0"	"0"	"128.1424645619"	"54.433861736"	"61.2999399779"
""	""	""	""	""	"671.3842"	""	""	""	"6.6"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8.4559355582"	"17.4667794247"	"18.2829368579"
""	""	""	""	""	"672.1407"	""	""	""	"16.11"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.5694039798"	"1.0317882114"	"1.2047648494"
""	""	""	""	""	"672.1415"	""	""	""	"9.36"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"32.6803265478"	"12.5357415296"	"12.6618072844"	"322.4284430196"	"388.4951039364"	"251.4497369752"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"672.3128"	""	""	""	"13.56"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"9.7454057106"	"16.4423195657"	"14.0457580789"	"0"	"0"	"0"	"162.7349653396"	"137.0441547179"	"142.8648061242"	"0"	"0"	"0"
""	""	""	""	""	"672.3311"	""	""	""	"18.81"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"29.0074318248"	"31.9045702229"	"30.7044123906"	"2206.5728180391"	"2255.0983601047"	"1814.5395952956"	"0.7362679704"	"0"	"0"	"6.7275776942"	"25.266059961"	"6.4569447808"
""	""	""	""	""	"672.3674"	""	""	""	"17.17"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3.8225651042"	"2.4959249542"	"3.3179132683"
""	""	""	""	""	"673.18"	""	""	""	"6.42"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"1.00279168"	"4.0080564176"	"3.8701767172"	"326.8604500849"	"199.5671322471"	"310.7708066926"	"2.9777562739"	"4.5118983334"	"0"	"52.0654192597"	"45.0445758679"	"36.7446263971"
""	""	""	""	""	"673.2236"	""	""	""	"11.45"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"32.1815614935"	"47.1973363984"	"36.627434097"	"0"	"0"	"0"
""	""	""	""	""	"673.2757"	""	""	""	"19.94"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"19.2163750641"	"24.1555751714"	"31.0123357558"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"673.309"	""	""	""	"14.66"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"84.7842051571"	"92.9444062082"	"84.2641385874"	"3.7908228365"	"10.9930024651"	"13.9619139963"	"9.0310185845"	"10.3272272569"	"6.505316079"
""	""	""	""	""	"673.3218"	""	""	""	"13.75"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"19.0002624939"	"20.1573784256"	"19.0851520534"	"0"	"5.5063670739"	"0"	"46.6418772806"	"42.8366574123"	"41.618570198"	"0"	"0"	"0"
""	""	""	""	""	"673.387"	""	""	""	"19.35"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"45.0319446119"	"47.061512524"	"45.1379646932"	"0"	"0"	"0"	"10.2137486692"	"6.2767057195"	"7.4474428404"
""	""	""	""	""	"673.399"	""	""	""	"8.37"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"94.3291205362"	"106.0308632594"	"134.425071313"
""	""	""	""	""	"674.1863"	""	""	""	"8.25"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3.2923540074"	"6.5778714988"	"5.7930310397"
""	""	""	""	""	"674.2535"	""	""	""	"8.1"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"2.8403686546"	"0"	"2.1518471272"	"0"	"0"	"0"
""	""	""	""	""	"674.3793"	""	""	""	"13.75"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"49.0512538325"	"62.1779234602"	"64.0393144615"
""	""	""	""	""	"675.1579"	""	""	""	"7.24"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"9.0731680134"	"7.6352137388"	"9.700800541"	"15.3992420203"	"22.4217290109"	"20.5498079788"
""	""	""	""	""	"675.162"	""	""	""	"17.2"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"3.1908239637"	"13.863836016"	"2.2128657291"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"675.1668"	""	""	""	"0.76"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"80.163247943"	"146.331032724"	"132.2589827424"
""	""	""	""	""	"675.1843"	""	""	""	"6.24"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0.5864246173"	"2.7965078691"	"56.9879187677"	"39.6982780973"	"38.6739228901"	"0"	"0.8368770914"	"0"	"29.6517212761"	"24.9132244968"	"33.7418995627"
""	""	""	""	""	"675.2923"	""	""	""	"18.49"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5.096572628"	"5.1312454232"	"6.489022454"
""	""	""	""	""	"675.3461"	""	""	""	"18.13"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"5.1477460933"	"0"	"0"	"0"	"7.3579045839"	"7.3590557141"	"7.0904672178"
""	""	""	""	""	"675.5461"	""	""	""	"21.12"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"7.6593145819"	"11.6249734969"	"7.687210543"	"10.9946924941"	"6.4604285964"	"15.0048646712"	"6.0524471244"	"6.3351451057"	"4.6672986661"	"7.2768669108"	"7.5156656358"	"5.8929726203"
""	""	""	""	""	"676.1374"	""	""	""	"19.27"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0.4073071567"	"0"	"0.835496238"	"0"	"0"	"0"	"0"	"0"	"0"	"19.0514561968"	"0"	"32.8208398895"
""	""	""	""	""	"676.2053"	""	""	""	"4.23"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"6.2521317848"	"0"	"4.6299206583"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"677.1125"	""	""	""	"10.3"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"21.0465536919"	"20.6880985311"	"15.9976898825"	"156.4749896974"	"159.0902056013"	"183.6292883507"	"9.2670335783"	"8.8860071516"	"9.0334371961"	"18.3013036171"	"21.1552926963"	"19.2367166742"
""	""	""	""	""	"677.1381"	""	""	""	"15.89"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"13.121766382"	"16.9857413702"	"9.1890970188"	"8.2088226663"	"15.825739839"	"16.1921744956"	"3.7165631434"	"3.593755976"	"4.7772400631"	"57.5944029324"	"80.4336020861"	"65.4822537432"
""	""	""	""	""	"677.1724"	""	""	""	"5.29"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"4.2331854696"	"2.2055348293"	"2.1599938024"	"0"	"260.3793258954"	"28.3514295306"	"0"	"1.942255045"	"0.800906525"	"0"	"0"	"0"
""	""	""	""	""	"677.1742"	""	""	""	"10.64"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2.7361557341"	"5.1337677727"	"13.6300954691"	"195.5535831308"	"226.1889016718"	"207.9365834258"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"677.1818"	""	""	""	"2.42"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"3.1204871806"	"4.5196784109"	"3.7645783697"	"62.6868054383"	"41.125350608"	"69.667340042"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"677.1953"	""	""	""	"7.11"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"18.071506549"	"28.838124432"	"23.6061802445"	"15.4892168547"	"18.2580592937"	"15.4939282209"	"12.1603682831"	"15.8555071882"	"15.4827333221"	"17.693875909"	"21.7550339829"	"21.1317348531"
""	""	""	""	""	"677.3446"	""	""	""	"16.85"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"14.2994829759"	"10.1805844793"	"17.9337331972"
""	""	""	""	""	"678.0991"	""	""	""	"14.09"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"58.2287731473"	"50.3395703184"	"66.6505616126"	"94.7720291023"	"114.271855175"	"119.9293093574"	"659.8725176755"	"673.151942583"	"699.2466544277"	"308.3502154903"	"248.3159836638"	"296.3791651199"
""	""	""	""	""	"678.2071"	""	""	""	"8.26"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.1809379366"	"2.5854076094"
""	""	""	""	""	"678.3059"	""	""	""	"19.94"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"1.9996152871"	"1.5349066359"	"124.4692992447"	"161.3701727157"	"221.0531822721"	"0"	"0"	"0"	"0"	"0"	"0.5356389065"
""	""	""	""	""	"678.3361"	""	""	""	"20.43"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"10.4190719549"	"10.2584476448"	"0"	"5.237042635"	"141.6701237958"	"137.5027190474"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"678.9888"	""	""	""	"15.87"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"357.7323711456"	"401.760698962"	"355.6318276111"	"33.3300941869"	"49.0143797451"	"45.9003276395"	"619.9381705476"	"571.3729698303"	"607.6797949077"	"87.0499528925"	"62.2337361675"	"68.483019257"
""	""	""	""	""	"678.9902"	""	""	""	"15.02"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"31.0176222101"	"0"	"0"	"0"	"25.071083654"	"29.0822830973"	"26.0648117397"	"1.9441964597"	"0"	"5.9220242233"
""	""	""	""	""	"679.1908"	""	""	""	"10.64"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"4.2270599416"	"6.6800223198"	"5.8205294406"	"1107.6735288577"	"1321.3912160773"	"1250.7230643939"	"7.4070147944"	"0"	"0"	"0"	"12.0672733085"	"16.9227680546"
""	""	""	""	""	"679.2471"	""	""	""	"10.09"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"67.6173894925"	"62.6534024576"	"56.1182925576"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"679.2638"	""	""	""	"18.26"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0.7985628479"	"1.1065759554"	"0.4346120662"	"14.7707931977"	"16.0557510261"	"17.8750160045"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"679.2664"	""	""	""	"16.08"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"4.2074024605"	"4.3844987356"	"5.309165555"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"679.3227"	""	""	""	"14.88"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"3.8260881561"	"3.5525657082"	"2.1045410677"	"5.792567963"	"0"	"0"	"5.8768268259"	"8.5384789838"	"9.1791047374"	"0"	"0"	"0"
