"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"LA1777 LVS01 hydrophilic"	"LA1777 LVS02 hydrophilic"	"LA1777 LVS03 hydrophilic"	"LA1777 TRI01 hydrophilic"	"LA1777 TRI02 hydrophilic"	"LA1777 TRI03 hydrophilic"	"LA4024 LVS01 hydrophilic"	"LA4024 LVS02 hydrophilic"	"LA4024 LVS03 hydrophilic"	"LA4024 TRI01 hydrophilic"	"LA4024 TRI02 hydrophilic"	"LA4024 TRI03 hydrophilic"
"CHEBI:29032"	"C9H16NO5-"	"CC(C)(CO)[C@@H](O)C(=O)NCCC([O-])=O"	"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/p-1/t7-/m0/s1"	"(R)-pantothenate"	"218.10342"	""	""	""	"6.32"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"3705.277939493"	"5359.5137063301"	"5939.5023144482"	"25739.8747486135"	"28462.8105528405"	"31773.3816067794"	"13177.7621732214"	"21623.7814846818"	"20934.6208819575"	"73400.5909040214"	"62704.9880276515"	"82751.7410438774"
"CHEBI:17203"	"C5H9NO2"	"OC(=O)[C@@H]1CCCN1"	"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1"	"L-proline"	"114.05602"	""	""	""	"0.68"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2849.9280427111"	"1343.0149404666"	"1438.1957729021"	"19651.3042457173"	"13790.2056701534"	"19028.7032090781"	"9083.7474157147"	"15037.6579869858"	"13966.4224882528"	"6928.4320597385"	"3435.8829165386"	"6871.293934179"
"CHEBI:17111"	"C5H13O14P3"	"O[C@H]1[C@@H](O)[C@H](O[C@@H]1COP(O)(O)=O)OP(O)(=O)OP(O)(O)=O"	"InChI=1S/C5H13O14P3/c6-3-2(1-16-20(8,9)10)17-5(4(3)7)18-22(14,15)19-21(11,12)13/h2-7H,1H2,(H,14,15)(H2,8,9,10)(H2,11,12,13)/t2-,3-,4-,5-/m1/s1"	"5-phospho-alpha-D-ribose 1-diphosphate"	"388.94452"	""	""	""	"16.1"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"15330.997819336"	"17476.4213049688"	"17545.6952128022"	"16814.287495367"	"22790.4146993293"	"18694.735590688"	"17995.2954984312"	"20696.0287979967"	"22090.3879373576"	"22793.6453827419"	"20738.6039630488"	"25871.8470410724"
"CHEBI:32816"	"C3H4O3"	"CC(=O)C(O)=O"	"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)"	"pyruvate"	"87.00877"	""	""	""	"4.31"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"3227.998724547"	"4769.8659390257"	"3838.4504506613"	"6453.9707762108"	"8716.3347748991"	"6466.8471113838"	"11474.6019208067"	"11494.283620929"	"15066.7014850111"	"3667.59209965"	"6425.5905548793"	"5584.1234127905"
"CHEBI:26493"	"C7H12O6"	""	""	"quinate"	"191.05612"	""	""	""	"2.28"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"595277.201490848"	"566727.121949854"	"703449.690077423"	"2719892.35523782"	"3038554.23195907"	"3066902.67731592"	"1354699.03233993"	"1890643.44915055"	"1818394.58252405"	"1177001.35315406"	"994713.558506134"	"1116884.85953932"
"CHEBI:52742"	"C5H11O8P"	"OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O"	"InChI=1S/C5H11O8P/c6-3-2(1-12-14(9,10)11)13-5(8)4(3)7/h2-8H,1H2,(H2,9,10,11)/t2-,3-,4-,5?/m1/s1"	"D-ribose 5-phosphate"	"229.01192"	""	""	""	"7.23"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"8222.2707141139"	"9236.8769492446"	"9771.1803160348"	"38281.322737807"	"35226.5443344502"	"48370.829308168"	"10785.210672635"	"20255.1131170239"	"14833.3800069017"	"27926.4646885452"	"27309.5959292485"	"29396.3282162292"
"CHEBI:27354"	"C5H11O8P"	""	""	"xylulose 5-phosphate"	"229.01192"	""	""	""	"5.67"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"16310.5365038984"	"19771.7938798335"	"24028.8678978521"	"23832.3523143448"	"25719.8198695261"	"36964.9175748"	"26012.4309195248"	"40918.8550950819"	"34586.0457714535"	"41639.5962359109"	"42488.9183040875"	"49706.7661321631"
"CHEBI:16680"	"C14H20N6O5S"	"N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)C(O)=O"	"InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1"	"S-adenosyl-L-homocysteine"	"383.11432"	""	""	""	"1.84"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"38602.7728900027"	"32377.5955507537"	"43188.6517583998"	"126889.197564126"	"182025.364169881"	"141014.31188802"	"126165.53869931"	"214012.676163309"	"157276.907762878"	"52801.8155952093"	"32693.7893144857"	"42413.4070651272"
"CHEBI:17115"	"C3H7NO3"	"N[C@@H](CO)C(O)=O"	"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1"	"L-serine"	"104.03532"	""	""	""	"0.65"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"9609.3698623649"	"9680.3022399618"	"10503.8786804725"	"52524.5682931961"	"32938.03418377"	"42102.9821423242"	"17601.2285723242"	"27524.660427288"	"26775.3010753939"	"23582.4640836662"	"17200.3949865679"	"26114.0819271573"
"CHEBI:16119"	"C7H10O5"	"O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O"	"InChI=1S/C7H10O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,4-6,8-10H,2H2,(H,11,12)/t4-,5-,6-/m1/s1"	"shikimate"	"173.04552"	""	""	""	"2.22"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"20186.8096619026"	"22857.6332560285"	"23914.4935310173"	"96505.3477925368"	"95820.0761024744"	"111713.542489765"	"41406.4048483141"	"56051.0215406593"	"57674.162098332"	"72845.999709929"	"72682.957542518"	"73229.8381985664"
"CHEBI:15741"	"C4H6O4"	"OC(=O)CCC(O)=O"	"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)"	"succinate"	"117.01932"	""	""	""	"8.5"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"5294.4416416636"	"8227.4841287155"	"7424.4440847445"	"39481.4097620968"	"19853.4242232859"	"26857.0144583034"	"8765.5969480409"	"7037.8884221404"	"8381.6151294052"	"21891.4675350871"	"22312.41498221"	"17870.6551090206"
"CHEBI:15380"	"C25H40N7O19P3S"	"CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O"	"InChI=1S/C25H40N7O19P3S/c1-25(2,20(38)23(39)28-6-5-14(33)27-7-8-55-16(36)4-3-15(34)35)10-48-54(45,46)51-53(43,44)47-9-13-19(50-52(40,41)42)18(37)24(49-13)32-12-31-17-21(26)29-11-30-22(17)32/h11-13,18-20,24,37-38H,3-10H2,1-2H3,(H,27,33)(H,28,39)(H,34,35)(H,43,44)(H,45,46)(H2,26,29,30)(H2,40,41,42)/t13-,18-,19-,20+,24-/m1/s1"	"succinyl-CoA"	"866.12402"	""	""	""	"17.54"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"390.7065643597"	"452.5873078787"	"405.7096907829"	"368.1033697105"	"127.6406132924"	"489.1292809807"	"307.9313517871"	"480.888334697"	"305.6272385969"	"1478.6561389311"	"1285.909493701"	"1337.4031148636"
"CHEBI:16857"	"C4H9NO3"	"C[C@@H](O)[C@H](N)C(O)=O"	"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1"	"L-threonine"	"118.05092"	""	""	""	"0.67"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"7116.6320825939"	"5778.2701567051"	"7226.4990020457"	"37571.4334759875"	"24226.5923996495"	"28197.7526782638"	"13464.9037165631"	"19594.3941278603"	"17615.8907905994"	"9360.665060682"	"8398.7929026254"	"11655.6657231583"
"CHEBI:16828"	"C11H12N2O2"	"N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O"	"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1"	"L-tryptophan"	"203.08262"	""	""	""	"2.75"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"7265.3240566264"	"5664.9077293899"	"6204.9504317771"	"5929.9618589864"	"7500.2678789734"	"5205.2989849311"	"14981.8901594311"	"20000.5659003238"	"19128.2032163375"	"9479.588878517"	"8983.6314951514"	"9102.1628811212"
"CHEBI:17568"	"C4H4N2O2"	"O=c1cc[nH]c(=O)[nH]1"	"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)"	"uracil"	"111.02002"	""	""	""	"0.81"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2182.5791768864"	"1699.8824325895"	"2393.2051998576"	"6159.5169424427"	"7795.1268642114"	"7530.2508567035"	"2591.4682623607"	"2577.1380094646"	"2560.6272795643"	"7336.5362750589"	"8539.6484568464"	"10003.5577075193"
"CHEBI:17775"	"C5H4N4O3"	"O=c1[nH]c2[nH]c(=O)[nH]c(=O)c2[nH]1"	"InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)"	"uric acid"	"167.02102"	""	""	""	"2.96"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"1056.0537434011"	"1204.712549314"	"922.3875005053"	"8653.3496791511"	"22809.5116227831"	"9119.4895642735"	"24026.8549241756"	"36161.4519830356"	"33875.521123859"	"1023801.95893667"	"1053063.3580648"	"1104221.05569178"
"CHEBI:17659"	"C9H14N2O12P2"	"O[C@@H]1[C@@H](COP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O"	"InChI=1S/C9H14N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1"	"UDP"	"402.99492"	""	""	""	"10.21"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"95153.8965152414"	"100902.963141112"	"113681.811909232"	"180692.603762517"	"225866.602186896"	"221007.374850227"	"202961.532478699"	"317626.523547601"	"258487.242541613"	"168074.860973881"	"127430.77798453"	"123779.128046739"
"CHEBI:18066"	"C15H24N2O17P2"	"OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O"	"InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/t5-,6-,8-,9-,10+,11-,12-,13-,14?/m1/s1"	"UDP-glucose"	"565.04772"	""	""	""	"10.02"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"688796.987053662"	"793854.047448253"	"808211.220980643"	"2787786.99756547"	"3370623.05096702"	"3283011.13713355"	"1236016.74735756"	"1609939.2125971"	"1397828.69888782"	"1725545.01477207"	"1388338.78706708"	"1487987.29521738"
"CHEBI:16264"	"C17H27N3O17P2"	"CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O"	"InChI=1S/C17H27N3O17P2/c1-6(22)18-10-13(26)11(24)7(4-21)35-16(10)36-39(31,32)37-38(29,30)33-5-8-12(25)14(27)15(34-8)20-3-2-9(23)19-17(20)28/h2-3,7-8,10-16,21,24-27H,4-5H2,1H3,(H,18,22)(H,29,30)(H,31,32)(H,19,23,28)/t7-,8-,10-,11-,12-,13-,14-,15-,16-/m1/s1"	"UDP-N-acetyl-D-glucosamine"	"606.07432"	""	""	""	"8.82"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"101508.762945338"	"121491.875157943"	"123417.522431139"	"393471.495364557"	"477624.94096723"	"489263.886228774"	"178078.83716805"	"243584.165408833"	"200515.52394772"	"269487.538441063"	"278571.8922994"	"269686.523405095"
"CHEBI:16695"	"C9H13N2O9P"	"O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O"	"InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1"	"UMP"	"323.02862"	""	""	""	"7.84"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"37618.7921492056"	"37972.4557254302"	"39559.7496607101"	"216180.043230473"	"191272.82361308"	"258635.56024942"	"64619.5572494084"	"87490.5730400793"	"83543.0421010101"	"96987.3349463318"	"101224.643642843"	"97898.2889473519"
"CHEBI:16704"	"C9H12N2O6"	"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O"	"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1"	"uridine"	"243.06222"	""	""	""	"0.94"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"3516.0534689828"	"3323.1814071373"	"4095.0256050467"	"28229.4794296372"	"28447.9696863934"	"24925.895820064"	"7055.1779311222"	"11027.688556255"	"10067.8558559856"	"13902.3223485335"	"14708.8760417893"	"13754.7039801987"
"CHEBI:15713"	"C9H15N2O15P3"	"O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O"	"InChI=1S/C9H15N2O15P3/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1"	"UTP"	"482.96122"	""	""	""	"16.13"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"377713.300548458"	"426644.15432154"	"467465.984797372"	"921521.080842887"	"1228018.63909598"	"997644.623899549"	"764325.994156098"	"850858.37539609"	"792730.246476608"	"887925.184377421"	"736657.751178253"	"893843.345923464"
"CHEBI:16414"	"C5H11NO2"	"CC(C)[C@H](N)C(O)=O"	"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1"	"L-valine"	"116.07172"	""	""	""	"0.71"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"4621.2779863127"	"4886.4302147431"	"4105.1063754767"	"23849.3683224841"	"27868.8568146819"	"24710.1332618577"	"3811.6587303409"	"5940.053026779"	"6904.0138485653"	"7358.7823180476"	"4729.7566694423"	"9240.4858367781"
"CHEBI:15652"	"C10H13N4O9P"	"O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(=O)[nH]c2=O"	"InChI=1S/C10H13N4O9P/c15-5-3(1-22-24(19,20)21)23-9(6(5)16)14-2-11-4-7(14)12-10(18)13-8(4)17/h2-3,5-6,9,15-16H,1H2,(H2,19,20,21)(H2,12,13,17,18)/t3-,5-,6-,9-/m1/s1"	"xanthosine 5'-phosphate"	"363.03472"	""	""	""	"12.05"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"3056.3652925757"	"3199.4292625048"	"3049.0248307061"	"5097.4778229387"	"8654.0580487169"	"3835.5550501508"	"9273.689574263"	"12996.5474367475"	"10020.9055698194"	"3884.7856803373"	"2792.1007471506"	"3850.3205959641"
"CHEBI:16332"	"C5H11O8P"	"OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O"	"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h4-6,8-9H,1-2H2,(H2,10,11,12)/t4-,5-/m1/s1"	"D-xylulose 5-phosphate"	"229.01192"	""	""	""	"6.7"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"16310.5365038984"	"19771.7938798335"	"24028.8678978521"	"25650.2500120751"	"40030.4485507804"	"38972.4929013232"	"26012.4309195248"	"40918.8550950819"	"34586.0457714535"	"41639.5962359109"	"42488.9183040875"	"49706.7661321631"
"CHEBI:16710"	"C5H12O11P2"	"O[C@H](COP(O)(O)=O)[C@@H](O)C(=O)COP(O)(O)=O"	"InChI=1S/C5H12O11P2/c6-3(1-15-17(9,10)11)5(8)4(7)2-16-18(12,13)14/h3,5-6,8H,1-2H2,(H2,9,10,11)(H2,12,13,14)/t3-,5-/m1/s1"	"D-ribulose-1,5-bisphosphate"	"307.97021"	""	""	""	"15.94"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"267390.40139656"	"289376.434896551"	"308243.642515498"	"53250.4346424585"	"173850.448397428"	"71939.331434223"	"673351.473153878"	"797903.420003412"	"802840.368133056"	"110708.938319469"	"78016.3563403115"	"98989.6260740979"
"CHEBI:15721"	"C7H15O10P"	"OCC(=O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O"	"InChI=1S/C7H15O10P/c8-1-3(9)5(11)7(13)6(12)4(10)2-17-18(14,15)16/h4-8,10-13H,1-2H2,(H2,14,15,16)/t4-,5-,6-,7+/m1/s1"	"D-sedoheptulose 7-phosphate"	"289.03228"	""	""	""	"6.45"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"172665.411012678"	"192719.773075611"	"207975.135892585"	"34721.7930788625"	"8255.5670272785"	"45792.1358448483"	"199411.208024755"	"280591.263221706"	"277165.743503534"	"41265.4666982271"	"38412.8521059761"	"45788.0229686659"
"CHEBI:17969"	"C7H16O13P2"	"O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)COP(O)(O)=O"	"InChI=1S/C7H16O13P2/c8-3(1-19-21(13,14)15)5(10)7(12)6(11)4(9)2-20-22(16,17)18/h3,5-8,10-12H,1-2H2,(H2,13,14,15)(H2,16,17,18)/t3-,5-,6-,7-/m1/s1"	"D-sedoheptulose-1,7-bisphosphate"	"368.9986"	""	""	""	"16.19"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"119015.629064021"	"127523.045177277"	"136800.273061618"	"104835.947879106"	"239734.774831267"	"137201.397627698"	"67849.2546024165"	"80026.5464331708"	"72018.9401983323"	"28110.7205449324"	"21779.6743493179"	"26339.3359946684"
"CHEBI:16578"	"C14H25N3O14P2"	"C[C@](O)(CO)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O"	"InChI=1S/C14H25N3O14P2/c1-14(23,6-18)8(19)5-29-33(26,27)31-32(24,25)28-4-7-10(20)11(21)12(30-7)17-3-2-9(15)16-13(17)22/h2-3,7-8,10-12,18-21,23H,4-6H2,1H3,(H,24,25)(H,26,27)(H2,15,16,22)/t7-,8-,10-,11-,12-,14+/m1/s1"	"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol"	"520.0739"	""	""	""	"9.81"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"70844.9109042117"	"80728.3169225084"	"81809.8787470154"	"48484.0607452011"	"62778.4110623114"	"52915.010100512"	"32031.685456967"	"37706.8827700043"	"44732.7676697572"	"13009.6302372896"	"15952.6703517368"	"15459.1688917005"
"CHEBI:16840"	"C14H26N3O17P3"	"C[C@@](CO)(OP(O)(O)=O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O"	"InChI=1S/C14H26N3O17P3/c1-14(6-18,33-35(23,24)25)8(19)5-31-37(28,29)34-36(26,27)30-4-7-10(20)11(21)12(32-7)17-3-2-9(15)16-13(17)22/h2-3,7-8,10-12,18-21H,4-6H2,1H3,(H,26,27)(H,28,29)(H2,15,16,22)(H2,23,24,25)/t7-,8-,10-,11-,12-,14+/m1/s1"	"2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol"	"600.04023"	""	""	""	"16.15"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"534.9944461282"	"364.9250200129"	"397.5339722293"	"3294.7122419156"	"5135.7099245362"	"3210.4928048164"	"4042.4436816336"	"4580.8438528415"	"4952.5331733079"	"2821.3253679211"	"2879.5612502154"	"3071.0931382261"
"CHEBI:18425"	"C5H12O9P2"	"C[C@@]1(CO)OP(O)(=O)OP(O)(=O)OC[C@H]1O"	"InChI=1S/C5H12O9P2/c1-5(3-6)4(7)2-12-15(8,9)14-16(10,11)13-5/h4,6-7H,2-3H2,1H3,(H,8,9)(H,10,11)/t4-,5+/m1/s1"	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate"	"276.98838"	""	""	""	"10.66"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"545.9480661212"	"482.0859317581"	"415.2722863202"	"5759.4367138509"	"12845.0766344827"	"7824.1630569408"	"3910.908829331"	"4280.2181314048"	"4073.3666201175"	"2230.0947786636"	"2901.1953384794"	"1873.3159004175"
"CHEBI:28907"	"C3H8O10P2"	"OC(=O)C(COP(O)(O)=O)OP(O)(O)=O"	"InChI=1S/C3H8O10P2/c4-3(5)2(13-15(9,10)11)1-12-14(6,7)8/h2H,1H2,(H,4,5)(H2,6,7,8)(H2,9,10,11)"	"2,3-diphosphoglycerate"	"264.95202"	""	""	""	"16.01"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"134622.284171733"	"142210.793261151"	"148016.374075789"	"1686204.61503816"	"2053256.94335647"	"1476068.96928038"	"152124.500119054"	"185172.751984411"	"175120.470487664"	"84689.6701867865"	"58472.1102744247"	"90156.4729772377"
"CHEBI:33508"	"C3H6O4"	"OCC(O)C(O)=O"	"InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)"	"glycerate"	"105.018608"	""	""	""	"2.18"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"289.0626482337"	"433.4738898767"	"308.3566678822"	"831.023509444"	"1403.7200712211"	"1290.4811334632"	"518.6869722625"	"614.3984896193"	"398.2138320147"	"5085.8144938498"	"3458.6308918554"	"4755.8725287776"
"CHEBI:15664"	"C5H12O8P2"	"C\C(CO)=C/COP(O)(=O)OP(O)(O)=O"	"InChI=1S/C5H12O8P2/c1-5(4-6)2-3-12-15(10,11)13-14(7,8)9/h2,6H,3-4H2,1H3,(H,10,11)(H2,7,8,9)/b5-2+"	"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate"	"260.99346"	""	""	""	"12.94"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"716.1533526968"	"872.3670510905"	""	"8559.7843617799"	"10699.4523429631"	"9491.6074210401"	"1386.5780806008"	""	"2178.7131633865"	"2508.4804893515"	"1775.1510979984"	"2636.9471864083"
"CHEBI:25447"	"C6H17O21P5"	""	""	"D-myo-inositol-pentakisphosphate"	"578.88704"	""	""	""	"19.1"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0.001"	"0.002"	"0.003"	"891.595794563"	"1522.1351616365"	"1703.268043977"	"0.003"	"0.001"	"0.002"	"6012.766178292"	"4396.8980250484"	"6913.0004335583"
"CHEBI:17401"	"C6H18O24P6"	"OP(O)(=O)O[C@@H]1[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]1OP(O)(O)=O"	"InChI=1S/C6H18O24P6/c7-31(8,9)25-1-2(26-32(10,11)12)4(28-34(16,17)18)6(30-36(22,23)24)5(29-35(19,20)21)3(1)27-33(13,14)15/h1-6H,(H2,7,8,9)(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)(H2,19,20,21)(H2,22,23,24)/t1-,2-,3-,4+,5-,6-"	"phytate"	"658.853"	""	""	""	"19.7"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0.001"	"0.002"	"0.003"	"23.3300029783"	"34.6164531278"	"36.4133963908"	"0.002"	"0.003"	"0.001"	"462.4562154017"	"314.687326638"	"455.8877597693"
""	""	""	""	""	"85.0048"	""	""	""	"7.81"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"17.1383549396"	"20.827026654"	"0"	"0"	"0"	"2.0971906858"	"4.3551004576"	"5.0777924105"	"11.0948022902"
