"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"LA1777 LVS01 semi-polar"	"LA1777 LVS02 semi-polar"	"LA1777 LVS03 semi-polar"	"LA1777 TRI01 semi-polar"	"LA1777 TRI02 semi-polar"	"LA1777 TRI03 semi-polar"	"LA4024 LVS01 semi-polar"	"LA4024 LVS02 semi-polar"	"LA4024 LVS03 semi-polar"	"LA4024 TRI01 semi-polar"	"LA4024 TRI02 semi-polar"	"LA4024 TRI03 semi-polar"
""	""	""	""	""	"379.1608"	""	""	""	"4.28"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"149.3340864533"	"194.4451018357"	"264.8731185502"	"10.7317348099"	"15.3792594135"	"32.5933269596"	"110.7448266315"	"121.0529814208"	"48.6151570702"	"1133.6066116246"	"1131.1427792211"	"917.0661442137"
""	""	""	""	""	"379.1722"	""	""	""	"8.08"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"150.3593214798"	"162.078095665"	"87.6055827904"	"113.518859841"	"113.4477946011"	"111.9038500913"
""	""	""	""	""	"379.1785"	""	""	""	"9.22"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"4.8371090174"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"117.5018535296"	"120.0100983588"	"144.7209553202"
""	""	""	""	""	"379.1899"	""	""	""	"13.64"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178.762275486"	"116.7255868753"
""	""	""	""	""	"379.2124"	""	""	""	"8.62"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209.3805469918"	"274.0723191214"	"211.0299967829"
""	""	""	""	""	"379.2152"	""	""	""	"9.76"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"2.3893438163"	"0"	"0"	"176.9224148528"	"199.6295705398"	"168.5766566912"
""	""	""	""	""	"379.2494"	""	""	""	"10.12"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"138.2192152468"	"148.5941031837"	"114.2609975561"
""	""	""	""	""	"380.1281"	""	""	""	"1.07"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"3.7456598616"	"0"	"0"	"0"	"25.8576283216"	"0"	"0"
""	""	""	""	""	"380.1863"	""	""	""	"9.71"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"38.6942961788"	"75.5978039551"	"110.190650177"	"89.473347168"	"0"	"0"	"0"	"16.6782699243"	"18.8938436182"	"19.9235780811"
""	""	""	""	""	"380.2222"	""	""	""	"13.76"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"5387.5739685059"	"4974.631373291"	"5261.1283422852"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"381.0587"	""	""	""	"3.58"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"6.4272760403"	"6.6841375357"	"9.5550280058"	"4.439954524"	"3.2026894569"	"0"	"12.2441337699"	"0"	"0"	"186.5806650249"	"151.0517321523"	"190.4407436244"
""	""	""	""	""	"381.0765"	""	""	""	"2.72"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"9.4008088875"	"0"	"0"	"0"	"0"	"0"	"60.8905290349"	"4.5524180271"	"9.7703980037"
""	""	""	""	""	"381.1393"	""	""	""	"1.67"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"122.9211290717"	"162.4402414298"	"169.6913715792"	"57.8017607307"	"62.2760828304"	"61.1276093608"	"6.9145939767"	"10.2194639373"	"0"	"0"	"3.9931294388"	"6.2277439936"
""	""	""	""	""	"381.1763"	""	""	""	"4.78"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"1042.882285738"	"1099.5539382345"	"1497.4772898769"	"361.91200665"	"386.5789191484"	"517.2574433517"	"150.5906093037"	"163.3040062237"	"79.0318037271"	"1255.0857987201"	"971.7487936433"	"910.4292027521"
""	""	""	""	""	"381.2312"	""	""	""	"16.78"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"1711.634902364"	"703.9882507658"	"682.4858383083"	"2662.0569321585"	"1532.4516008663"	"2367.2802389145"	"652.8082557106"	"493.3240855408"	"381.6356064987"	"12380.2815708542"	"7405.6147528863"	"7968.0318209044"
""	""	""	""	""	"381.2418"	""	""	""	"13.82"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"11.6567677975"	"13.6328952765"	"8.5377478671"	"0"	"0"	"0"	"243.5911740208"	"177.3932584012"	"84.99228302"	"0"	"0"	"0"
""	""	""	""	""	"381.2638"	""	""	""	"13.59"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"7.5978625536"	"13.923353768"	"0"	"145.466905152"	"191.3140324465"	"196.593205382"
""	""	""	""	""	"382.1152"	""	""	""	"5.81"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"8.5688277268"	"25.2468037415"	"38.846600765"	"5.3931764078"	"13.0898888409"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"382.1299"	""	""	""	"13.01"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"5.9458112741"	"0"	"0"	"20.3545684719"	"0"	"27.0871544075"	"5.1275889218"	"0"	"0"	"400.9295530474"	"414.0146223176"	"314.9436992208"
""	""	""	""	""	"382.1871"	""	""	""	"7.58"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"6.0827712196"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"782.9446701988"	"1056.8219089699"	"877.7365398407"
""	""	""	""	""	"382.2013"	""	""	""	"12.06"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"30.280507586"	"29.2709856677"	"26.7164592195"	"111.4480781555"	"110.5547177887"	"129.0909535217"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"382.2349"	""	""	""	"16.76"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"347.3967196369"	"102.0704090881"	"128.5825913394"	"533.3917203379"	"311.9806465149"	"511.8482288265"	"116.6844456291"	"90.4130322385"	"50.1595635796"	"3131.9993757121"	"2380.2208188375"	"1981.1714148859"
""	""	""	""	""	"383.0428"	""	""	""	"2.58"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"7.7833626223"	"8.2232341051"	"10.479015708"	"0"	"0"	"0"	"0"	"0"	"9.0536753929"
""	""	""	""	""	"383.1338"	""	""	""	"5.12"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"8.9817388725"	"0"	"12.1727339876"	"35.6196459579"	"28.0949232674"	"35.7777655983"	"0"	"0"	"0"	"32.8324690568"	"83.2173750909"	"60.5410289288"
""	""	""	""	""	"383.155"	""	""	""	"1.28"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"8.7406517076"	"32.1324550921"	"27.902003777"	"0"	"0"	"0"	"52.6343405771"	"58.3896238899"	"29.2614192533"	"17.4501320283"	"21.6489408714"	"15.265466102"
""	""	""	""	""	"383.16"	""	""	""	"11.75"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"10.3436094689"	"19.8186941367"	"15.3543188226"	"0"	"0"	"0"	"35.1165715182"	"49.4078598237"	"12.3033525765"	"2.957050131"	"0"	"0"
""	""	""	""	""	"383.2423"	""	""	""	"9.98"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"903.8732034302"	"570.2013357544"	"773.5827009583"	"0"	"0"	"0"	"19.4668281404"	"9.3399175815"	"18.2175869769"
""	""	""	""	""	"383.2431"	""	""	""	"7.78"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"36.5947829485"	"28.3460417604"	"39.7924068546"	"177.1344841003"	"200.5684890747"	"219.1646636963"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"384.0278"	""	""	""	"2.79"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"86.2584531307"	"31.5791086078"	"28.7707208943"	"86.3497974396"	"84.3878566742"	"102.7656150818"	"5.7830716413"	"0"	"0"	"164.2150115903"	"179.5085393969"	"315.1567952093"
""	""	""	""	""	"384.1478"	""	""	""	"4.61"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"10.8378261733"	"10.8648849869"	"6.7954681158"	"0"	"0"	"0"	"57.4899303341"	"61.3615524578"	"93.3669492126"
""	""	""	""	""	"384.2013"	""	""	""	"8.09"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"347.4789108753"	"431.567973752"	"290.1370464706"	"546.1914828682"	"485.3111234474"	"424.8326185926"
""	""	""	""	""	"384.2178"	""	""	""	"9.81"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"632.761734848"	"1157.0982217026"	"1126.6237204361"	"1973.0546144104"	"1868.1859733582"	"2185.1009490967"	"0"	"0"	"0"	"55.1828516964"	"21.775704174"	"43.4892564058"
""	""	""	""	""	"384.2182"	""	""	""	"8.83"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"185.1662359416"	"158.3653807509"	"169.6728231001"	"243.7507901001"	"310.6155045891"	"255.6645130444"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"384.25"	""	""	""	"4.64"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"10.1038649321"	"12.6634803581"	"12.1155892467"	"0"	"0"	"0"	"221.2810393016"	"118.2805435054"	"187.7181211853"
""	""	""	""	""	"384.286"	""	""	""	"10.04"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"82.4278486411"	"72.9477021726"	"91.8930636986"
""	""	""	""	""	"385.0762"	""	""	""	"1.12"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"378.1701105785"	"624.3881065702"	"374.6595721078"	"13.8679912376"	"36.5320314932"	"8.2666725492"	"171.726773026"	"367.3127188492"	"227.3471984816"	"19.8654927937"	"0"	"107.4824540416"
""	""	""	""	""	"385.0787"	""	""	""	"4.39"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"27.5266060299"	"5.4932467842"	"30.7610675365"	"0"	"0"	"1.5675314379"	"82.6106549346"	"88.1677168417"	"50.1888020957"	"19.6760033496"	"16.6579336731"	"0"
""	""	""	""	""	"385.0917"	""	""	""	"9.37"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"9.7247362185"	"0"	"71.2489300505"	"135.0215265465"	"147.6093415769"
""	""	""	""	""	"385.1138"	""	""	""	"5.65"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"6.8079154301"	"0"	"4.5257309282"	"46.7668676901"	"40.3602858257"	"0"	"4419.7632788086"	"6210.2635581462"	"4808.9699527804"
""	""	""	""	""	"385.14"	""	""	""	"10.13"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"11.5454543245"	"22.5293928117"	"0"	"0"	"0"	"0"
""	""	""	""	""	"385.1494"	""	""	""	"5.84"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"44.9352755898"	"51.2121060634"	"67.929548229"	"15.7440812397"	"12.0580861366"	"2.5602670598"	"92.2769408923"	"71.0895263636"	"25.7101146078"	"558.3950317637"	"817.0148930868"	"778.5963295492"
""	""	""	""	""	"385.161"	""	""	""	"19.16"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"5.2919604063"	"23.0048271817"	"4.7223247051"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"385.1731"	""	""	""	"12.47"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"19.0048664045"	"0"	"6.3263164103"	"0"	"0"	"0"	"22.4921142185"	"19.9240556872"	"0"	"90.3499646719"	"69.5229238447"	"104.839521366"
""	""	""	""	""	"385.2016"	""	""	""	"12.76"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"103.511730957"	"140.4787944031"	"113.921019001"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"385.2741"	""	""	""	"13"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"11.2488447094"	"0"	"0"	"0"	"0"	"774.3526085075"	"923.4390835635"	"554.5519595814"
""	""	""	""	""	"385.2742"	""	""	""	"18.07"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"3.5183836484"	"3.8211494899"	"0"	"0"	"0"	"0"	"394.4708068339"	"516.3131296841"	"584.4837642694"
""	""	""	""	""	"385.2745"	""	""	""	"17.23"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"7.7969806576"	"0"	"0"	"0"	"0"	"0"	"680.392749727"	"681.4975680796"	"850.2012734985"
""	""	""	""	""	"386.5547"	""	""	""	"7.25"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"273.8882504272"	"245.3833669662"	"209.1171883965"	"1415.9823983765"	"1691.9595285034"	"1357.2372768657"
""	""	""	""	""	"386.9385"	""	""	""	"0.58"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"792.1912323111"	"549.0899763489"	"1033.2129984355"	"0"	"0"	"0"	"1124.2671009827"	"867.4697224522"	"634.7131241894"	"0"	"0"	"0"
""	""	""	""	""	"387.1291"	""	""	""	"3.72"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"87.1138666666"	"110.1210753822"	"150.2438344467"	"332.1088650131"	"322.1006637192"	"444.9794935513"	"118.0316134501"	"158.5001563334"	"67.5903666902"	"1191.9516573588"	"820.0612328617"	"907.6271227598"
""	""	""	""	""	"387.1436"	""	""	""	"6.2"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"329.8676865768"	"280.5610765743"	"348.5358342743"	"0"	"37.9627509212"	"34.2005582714"	"604.0735580444"	"544.3342588806"	"391.2472371483"	"0"	"0"	"0"
""	""	""	""	""	"387.1649"	""	""	""	"5.64"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"247.0904850507"	"205.1044602084"	"211.8378771734"	"124.9506087756"	"118.0740396881"	"132.6878620481"	"74.970370791"	"154.7878837514"	"30.9499359381"	"8244.57364446"	"12482.4191141574"	"9918.2758813985"
""	""	""	""	""	"387.1654"	""	""	""	"4.59"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2744.7255867338"	"3578.5128878546"	"3611.8685848999"	"979.3387171745"	"957.1817469025"	"1203.5827171517"	"1908.69303895"	"1744.0490907192"	"1107.6278243303"	"2367.3104103088"	"2671.9200533676"	"2214.7332360331"
""	""	""	""	""	"387.1661"	""	""	""	"6.52"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"269.7898224854"	"329.3824214864"	"443.7707246149"	"0"	"0"	"0"	"176.6290857506"	"123.0863058376"	"151.6222095561"	"1402.5041109721"	"2588.4574583944"	"1459.4779572042"
""	""	""	""	""	"387.1842"	""	""	""	"9.21"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"69.6978416824"	"146.8191304398"	"44.5103223419"	"0"	"0"	"0"	"449.8913457235"	"455.9745374044"	"485.1513271332"
""	""	""	""	""	"387.2388"	""	""	""	"11.97"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"4.2712244314"	"0"	"0"	"0"	"54.189420166"	"101.1619290648"	"95.6673257589"
""	""	""	""	""	"387.2856"	""	""	""	"10.04"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"49.5087328339"	"0"	"0"	"0"	"0"	"35.8435722494"	"31.272103281"	"29.8394085789"	"625.5591082462"	"503.8077820079"	"445.7508130713"
""	""	""	""	""	"387.29"	""	""	""	"17.34"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"159.7101973557"	"79.5162630248"	"80.4261132932"	"1659.7595436859"	"1444.9763041687"	"1873.3518998718"	"110.3587579536"	"70.5606358337"	"59.7808747768"	"14007.0050909934"	"12631.5731296221"	"15623.5041291396"
""	""	""	""	""	"387.3099"	""	""	""	"17.43"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"785.6807019627"	"423.4699359131"	"385.2431510568"	"0"	"0"	"0"	"122.4951927471"	"188.9106793356"	"74.0241977477"	"0"	"0"	"0"
""	""	""	""	""	"388.0885"	""	""	""	"2.6"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"51.1262331772"	"41.0792040253"	"48.2699820232"	"0"	"0"	"0"	"131.3934154765"	"300.0023791504"	"244.0787420654"
""	""	""	""	""	"388.1164"	""	""	""	"0.64"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"137.9175019836"	"38.7084013224"	"191.2868083"	"0"	"0"	"20.7579230976"	"144.1530030632"	"37.8440748978"	"172.45867993"	"36.5076227792"	"47.33578197"	"0"
""	""	""	""	""	"389.1293"	""	""	""	"1.04"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"10.8131018257"	"10.4720329213"	"17.1696564078"	"0"	"0"	"41.9986443901"	"245.3644018944"	"291.8557024988"	"222.7875265265"
""	""	""	""	""	"389.1344"	""	""	""	"5.18"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"716.3191643176"	"806.9899203444"	"1090.6030908203"	"9.5358451557"	"11.7676187325"	"29.2816274226"	"75.1929311299"	"199.6048624396"	"64.5250017339"	"90.5635101954"	"129.2694784609"	"140.6093365542"
""	""	""	""	""	"389.1347"	""	""	""	"6.62"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"185.9287025321"	"234.8727314615"	"252.0299503148"	"9.4509983206"	"7.8860759544"	"0"	"127.2128674757"	"83.5193335658"	"73.9059224105"	"0"	"0"	"0"
""	""	""	""	""	"389.1453"	""	""	""	"4.3"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"32.1677066958"	"25.979486022"	"62.5919150805"	"0"	"0"	"0"	"85.6064491916"	"79.0121390849"	"39.1976196724"	"894.2144510992"	"1015.4549045674"	"880.521087966"
""	""	""	""	""	"389.1531"	""	""	""	"7.91"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"57.7393757486"	"62.3860594559"	"71.1577048969"	"433.2637252045"	"415.8136522484"	"458.7371313286"	"33.4843889159"	"22.1637935662"	"32.3659195042"	"0"	"0"	"30.0457648007"
""	""	""	""	""	"389.1814"	""	""	""	"6.4"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"199.656339705"	"253.9582473421"	"284.977393887"	"123.0199220133"	"116.1275868773"	"148.7333716154"	"196.5992747831"	"221.4874485332"	"103.9156788099"	"1551.0662167867"	"963.4451607863"	"2929.9839678447"
""	""	""	""	""	"389.1821"	""	""	""	"4.79"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"172.8371562445"	"258.8247410965"	"276.737670517"	"194.931397438"	"187.8918777418"	"204.2040992546"	"185.5601233184"	"283.1596409619"	"98.874339186"	"832.0393875615"	"815.2648084736"	"867.8257004629"
""	""	""	""	""	"389.1821"	""	""	""	"5.57"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4108.6593010966"	"6162.3279401215"	"2793.4145641009"
""	""	""	""	""	"389.1824"	""	""	""	"7.74"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8.8668240368"	"91.5873099025"	"59.3546940184"	"34.9133243895"
""	""	""	""	""	"389.1988"	""	""	""	"12.65"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"21.6714706087"	"24.0646315527"	"9.8536769187"	"69.10563694"	"84.134975853"	"86.8149199677"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"389.2363"	""	""	""	"16.5"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169.6111082951"	"89.8978083245"	"119.5907513718"
""	""	""	""	""	"389.269"	""	""	""	"11.47"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"136.7193519656"	"149.3745555751"	"124.235650444"
""	""	""	""	""	"390.068"	""	""	""	"4.69"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"13.9919139489"	"34.531597681"	"40.1240816625"
""	""	""	""	""	"390.156"	""	""	""	"5.5"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"64.3309570313"	"38.615474205"	"24.6919682121"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"390.1572"	""	""	""	"7.46"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"6.926065411"	"0"	"40.3216726685"	"62.9959925652"	"40.4976080704"	"0"	"0"	"0"	"278.5423021698"	"0"	"265.9089501317"
""	""	""	""	""	"390.1955"	""	""	""	"9.56"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"88.1703738773"	"57.6237548351"	"72.485164096"
""	""	""	""	""	"391.1211"	""	""	""	"3.55"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"24.1704494905"	"28.9194199562"	"71.9606077981"	"0"	"3.3353265715"	"3.2206986475"	"38.4902135658"	"39.3619735765"	"27.209021225"	"125.6272323418"	"101.3373590024"	"121.6015655708"
""	""	""	""	""	"391.1601"	""	""	""	"4.53"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"8.875339582"	"3.1521208227"	"0"	"0"	"0"	"50.8173935354"	"137.3327981335"	"56.1511142015"	"540.5295691655"	"577.7192322564"	"485.9939642143"
""	""	""	""	""	"391.1603"	""	""	""	"6.04"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"113.4513733387"	"138.0852733183"	"0"	"624.3893495687"	"926.2648430379"	"320.4316097387"
""	""	""	""	""	"391.1606"	""	""	""	"5.28"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"932.8149859709"	"1118.9973134101"	"1347.8747305334"	"197.0355732805"	"165.8056460381"	"201.9363091993"	"872.3418320656"	"989.2193849343"	"478.2318381739"	"4905.2609444173"	"5338.4502707736"	"4809.9083557129"
""	""	""	""	""	"391.1787"	""	""	""	"9.93"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5.5377209932"	"0"	"89.7131982708"	"105.5054680995"	"95.5490325451"
""	""	""	""	""	"391.1789"	""	""	""	"10.63"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"753.7387916819"	"637.1351865896"	"666.2840158335"
