"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"LA1777 LVS01 semi-polar"	"LA1777 LVS02 semi-polar"	"LA1777 LVS03 semi-polar"	"LA1777 TRI01 semi-polar"	"LA1777 TRI02 semi-polar"	"LA1777 TRI03 semi-polar"	"LA4024 LVS01 semi-polar"	"LA4024 LVS02 semi-polar"	"LA4024 LVS03 semi-polar"	"LA4024 TRI01 semi-polar"	"LA4024 TRI02 semi-polar"	"LA4024 TRI03 semi-polar"
""	""	""	""	""	"85.0047"	""	""	""	"16.75"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"122.2693034935"	"0"	"266.5044182348"	"284.4517459488"	"201.3843662262"	"254.5647265244"	"222.5161603546"	"936.5607404327"	"2219.6947893524"	"156.3433491707"	"190.8287459612"	"151.9983874766"
""	""	""	""	""	"85.0057"	""	""	""	"15.32"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"973.9625029945"	"454.2933819103"	"84.2238282585"	"691.7611967468"	"554.6049467468"	"470.1615144348"	"100.9777932072"	"0"	"265.6553960037"	"961.094568793"	"635.7064689287"	"742.115172774"
""	""	""	""	""	"85.0058"	""	""	""	"17.5"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"4889.6260645294"	"5149.4539502811"	"5686.9927027321"	"101.9648368073"	"252.3446487427"	"132.5047913361"	"3201.6373839188"	"2644.6989332962"	"1266.6638589478"	"0"	"0"	"107.9947647285"
""	""	""	""	""	"85.0058"	""	""	""	"8.97"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"86.0222839749"	"244.1430757427"	"206.7670056438"	"45.5032282448"	"21.7365406227"	"0"	"0"	"39.0189797115"	"25.0859252143"	"118.0311483057"	"320.2677214646"	"300.3984106"
""	""	""	""	""	"103.0408"	""	""	""	"0.87"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"81.1728197443"	"493.6744102764"	"697.914704361"	"189.7341747475"	"238.5769054896"	"235.0809833866"	"607.2205499029"	"583.0101656485"	"384.3923813438"	"502.8399553688"	"415.71684931"	"442.4514066458"
""	""	""	""	""	"104.0172"	""	""	""	"19.86"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5.8349776272"	"21.5628984483"
""	""	""	""	""	"109.0053"	""	""	""	"18.58"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"259.0148727942"	"177.5579426575"	"5.7722312784"	"93.1853370667"	"47.0960656214"	"86.0915424919"	"25.1777915692"	"0"	"0"	"0"
""	""	""	""	""	"116.9294"	""	""	""	"18.83"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"1121.7181992215"	"882.5244820154"	"900.1209368199"	"979.636161499"	"377.670742197"	"1821.5605030728"	"790.5273078626"	"960.9183823586"	"830.6047601604"	"3104.9159575923"	"3232.854008495"	"3530.2559464518"
""	""	""	""	""	"117.0196"	""	""	""	"0.89"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"621.5353217137"	"509.6157534242"	"845.8762787229"	"127.7226526785"	"150.4217349744"	"151.5165576625"	"634.7428149366"	"772.473843801"	"456.8832262981"	"636.4399530939"	"579.4514277562"	"534.3769812552"
""	""	""	""	""	"121.03"	""	""	""	"6.02"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"3695.7693650484"	"3663.9661224604"	"3628.2085451591"	"1506.793051486"	"1426.2087425804"	"1748.4893624878"	"5229.4815662909"	"4250.6407437611"	"3973.1307065248"	"5578.02684189"	"6141.2767837429"	"7761.3380392329"
""	""	""	""	""	"121.0301"	""	""	""	"4.44"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"122.0895583373"	"128.205267739"	"140.3570380402"	"138.6815777683"	"122.2987787724"	"140.440687623"	"52.7617099619"	"59.5045096374"	"45.3230097151"	"172.7428999201"	"142.2742833964"	"166.2860318551"
""	""	""	""	""	"133.0152"	""	""	""	"0.67"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"3216.4242029381"	"3271.3771923351"	"3958.7709629059"	"1552.7588508987"	"1463.1762968922"	"1488.8773695755"	"4132.5235704804"	"4836.8636222362"	"2518.0680873346"	"3597.3590737216"	"2990.5570060508"	"3838.4404768213"
""	""	""	""	""	"135.0304"	""	""	""	"0.64"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"536.6141895059"	"576.0460184586"	"851.7487681097"	"124.7668943572"	"98.9028393555"	"243.3566950154"	"2318.4831667245"	"2245.1883898449"	"916.4022436595"	"503.5042803526"	"361.0578399165"	"484.6325220044"
""	""	""	""	""	"135.0461"	""	""	""	"5.56"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"7.9827909184"	"0"	"102.1541511536"	"101.4264452791"	"128.6302348328"	"0"	"0"	"0"	"25.0175931851"	"16.4078344003"	"22.7677431877"
""	""	""	""	""	"137.0012"	""	""	""	"16.75"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"29.9462336922"	"0"	"31.5742258322"	"43.390554924"	"31.9484613323"	"38.1841516495"	"0"	"10.990040313"	"4.3025421667"	"8.1410113192"	"6.5716048165"	"0"
""	""	""	""	""	"137.0247"	""	""	""	"3.3"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"653.6444566345"	"804.1516296679"	"802.9034477812"	"76.4106441128"	"98.0439283752"	"66.6843418339"	"687.1288731885"	"889.6259672999"	"637.3917198801"	"137.2814434497"	"120.8260937897"	"174.5201311662"
""	""	""	""	""	"138.0563"	""	""	""	"3.49"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"220.4791547585"	"230.9044335175"	"300.2714233017"	"13.9197084427"	"18.439873848"	"16.5777728844"	"282.4533143616"	"295.6601646805"	"203.1758626175"	"97.0406196181"	"76.5837202962"	"77.5765675799"
""	""	""	""	""	"141.0182"	""	""	""	"20.97"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"13.1511461955"	"0"	"0"	"0"	"0"	"5.8550867778"	"0"	"0"	"7.9265224419"	"0"
""	""	""	""	""	"141.0197"	""	""	""	"18.07"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"15.1483379233"	"0"	"10.7579089123"	"1.4402508795"	"7.3064628053"	"0"	"5.8594192183"	"5.1612739658"	"0"	"0"	"0"	"0"
""	""	""	""	""	"145.0512"	""	""	""	"2.13"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"12.4699177742"	"21.2609054267"	"20.9557647419"	"27.3196844375"	"29.1619711375"	"35.1512528944"	"21.2484224904"	"18.597768755"	"12.1296406174"	"322.2035280609"	"293.6627143256"	"265.9350529353"
""	""	""	""	""	"145.0877"	""	""	""	"5.95"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"73.6959025764"	"72.4361014652"	"81.9131078267"	"49.3718699431"	"49.9628078842"	"64.3089873028"	"79.799241668"	"84.2744166994"	"60.0215111828"	"114.222081515"	"37.460779988"	"68.2303825569"
""	""	""	""	""	"149.9956"	""	""	""	"16.78"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"59.6046919203"	"39.9388098669"	"0"	"47.3960850525"	"99.2963551044"	"38.9848177242"	"28.5127287245"	"0"	"0"	"0"	"0"
""	""	""	""	""	"153.0562"	""	""	""	"4.93"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"20.0235412025"	"23.749221282"	"20.0082028866"	"36.9337055063"	"41.4201162839"	"41.5721349835"	"10.981615963"	"17.5803046393"	"11.1271190763"	"0"	"0"	"0"
""	""	""	""	""	"157.1236"	""	""	""	"11.63"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"54.5232417777"	"80.6079396725"	"56.4100934461"	"0"	"0"	"0"	"48.6419713306"	"54.4765122744"	"29.6193556929"	"79.1289222654"	"71.8006316185"	"94.0484867744"
""	""	""	""	""	"158.9787"	""	""	""	"0.58"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2448.3977431202"	"2025.2533255768"	"2833.8006487274"	"56.2921262372"	"52.7082134438"	"70.7974763131"	"2567.7466557014"	"2357.1806034851"	"1868.2799681091"	"417.5343351547"	"170.6373119728"	"85.0852918468"
""	""	""	""	""	"161.0824"	""	""	""	"3.85"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"245.3547557259"	"266.3324122143"	"300.3848908234"	"65.7932738781"	"73.5337238026"	"76.0685746098"	"304.2887749195"	"329.631875515"	"209.4870294714"	"690.7045699056"	"444.6228157536"	"613.1791272624"
""	""	""	""	""	"163.0401"	""	""	""	"3.71"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"74.7125847244"	"80.4944643211"	"99.3017843342"	"607.1916160703"	"622.6288171387"	"697.0474281669"	"94.4972431278"	"89.9235039425"	"45.6687911034"	"1211.9008113051"	"1090.8005309041"	"996.8443037566"
""	""	""	""	""	"163.0401"	""	""	""	"7.97"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"31.6214886332"	"33.7026882744"	"38.7139134073"	"151.6163470459"	"143.9234185028"	"169.9894580841"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"163.0405"	""	""	""	"5.09"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"96.1350797796"	"34.4744545507"	"123.8521135664"	"522.3825836182"	"473.9291814423"	"579.2525036621"	"28.5261984587"	"37.5984095824"	"22.717639184"	"859.1004956436"	"922.3848077615"	"982.8689452012"
""	""	""	""	""	"164.0717"	""	""	""	"1.25"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"445.844471882"	"508.0633897421"	"612.3621886098"	"98.1876112366"	"105.9685366535"	"111.7341029555"	"270.2164640671"	"335.2198479167"	"207.9175723207"	"363.4353310752"	"242.437804414"	"294.637153"
""	""	""	""	""	"165.0202"	""	""	""	"2.58"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"196.4777516747"	"57.0039606547"	"88.429672401"	"327.7170946026"	"35.5587798786"	"76.7665339589"	"59.083901701"	"28.0742708367"	"45.9525888145"	"3090.4775436974"	"502.8843298372"	"529.5697308127"
""	""	""	""	""	"165.9794"	""	""	""	"7.88"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"1768.4648545611"	"915.1200740933"	"2081.8263668537"	"46.6261235046"	"35.3544338799"	"56.6789098644"	"1858.1073187471"	"503.0051406765"	"905.3454337621"	"213.0593498373"	"158.8190726693"	"28.7130087324"
""	""	""	""	""	"167.0025"	""	""	""	"0.67"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"424.8913961411"	"215.6923082829"	"555.5323744106"	"98.8327482986"	"31.9476768351"	"157.4662993622"	"1467.3805724907"	"522.0618820572"	"367.0694613147"	"82.2074663146"	"213.9470565287"	"51.4998437631"
""	""	""	""	""	"167.0213"	""	""	""	"0.67"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"72.7792111063"	"16.7449603581"	"6928.6804159387"	"5117.7848042305"	"6257.1838119443"
""	""	""	""	""	"167.0355"	""	""	""	"7.19"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"23.7704788256"	"24.1121478391"	"23.0296358156"	"117.3834690094"	"121.2400144196"	"87.1561972046"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"169.0875"	""	""	""	"4.67"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"55.9529904413"	"58.4266481829"	"54.1772847986"	"0"	"1.2745576221"	"2.4835157037"	"77.6977366066"	"94.4997209263"	"88.8013643742"	"0"	"7.5315660806"	"0"
""	""	""	""	""	"171.0664"	""	""	""	"5.48"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"182.3094212341"	"0"	"0"	"4.3998266464"	"0"	"0"	"0"	"0"
""	""	""	""	""	"171.1031"	""	""	""	"6.66"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"399.7152578431"	"412.5952920616"	"428.0371832532"	"37.1331111383"	"25.7624029922"	"6.9626592588"	"517.8157794112"	"553.1187298918"	"492.2555658442"	"15.7059613315"	"14.6462717581"	"0"
""	""	""	""	""	"173.0823"	""	""	""	"5.34"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"490.2082660127"	"508.8972846639"	"665.7715094137"	"326.1376947105"	"368.1511672735"	"366.0097787845"	"585.47516325"	"569.2632351673"	"447.2444378901"	"1344.6466135395"	"1158.7787123887"	"1551.5200774972"
""	""	""	""	""	"174.9563"	""	""	""	"0.58"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"117.3788940239"	"190.9744985771"	"198.8910622644"	"88.2644451332"	"65.7500358391"	"119.4734813309"	"190.2559163189"	"237.6113402224"	"104.1015655899"	"228.8243684642"	"251.3744280243"	"118.7003675652"
""	""	""	""	""	"174.9579"	""	""	""	"2.93"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"12.9168095112"	"37.6119101"	"0"	"39.8794363515"
""	""	""	""	""	"175.1128"	""	""	""	"11.43"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"377.5065457153"	"401.2261508179"	"359.090786438"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"176.0408"	""	""	""	"3.22"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2220.2102585602"	"2084.5333180615"	"2528.4084202004"	"383.7197259712"	"412.6303767204"	"600.6721375155"	"2114.7410876191"	"2251.8846797276"	"1186.0554933453"	"6810.9775458145"	"5066.5364254634"	"5162.5916940181"
""	""	""	""	""	"176.0409"	""	""	""	"1.92"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"3.2799330267"	"0"	"14.6721349373"	"14.6582558537"	"16.654821043"	"22.3760688782"	"124.6538099098"	"132.3923171806"	"64.6777096558"	"28.585559312"	"29.451052627"	"29.2374832871"
""	""	""	""	""	"177.0192"	""	""	""	"4.16"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"114.3097745132"	"95.4795292377"	"161.6873578614"	"182.3724752808"	"241.246773777"	"204.6562664795"	"82.6244214198"	"114.0431256485"	"53.7411883068"	"362.3840226511"	"419.9164236279"	"477.0382137807"
""	""	""	""	""	"177.0923"	""	""	""	"10.66"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"127.176108284"	"232.0548463631"	"133.3144099426"	"0"	"0"	"0"	"148.1553139818"	"130.1718448436"	"90.1953961945"	"168.0598997752"	"151.9245565542"	"99.5874589666"
""	""	""	""	""	"178.0877"	""	""	""	"4.03"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"43.8174307299"	"29.7897910905"	"44.2717363417"	"87.4904342604"	"85.3577077436"	"103.3294935751"	"0"	"0"	"0"	"33.2215721591"	"28.1616264534"	"38.2313217688"
""	""	""	""	""	"178.9782"	""	""	""	"2.85"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"159.8993053246"	"0"	"109.3881129313"	"42.0613362503"	"68.5994884396"	"61.9338511324"	"31.3646121502"	"0"	"0"	"479.1651635742"	"435.9550803439"	"366.4496377563"
""	""	""	""	""	"178.9786"	""	""	""	"0.56"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"1430.9267327881"	"1277.5976135063"	"1788.7402829743"	"77.360557251"	"84.9138896751"	"133.4426670074"	"1617.1639508057"	"1572.32623703"	"1128.1367631912"	"0"	"0"	"0"
""	""	""	""	""	"179.0354"	""	""	""	"4.13"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"51.741268177"	"70.5462706089"	"89.9374096775"	"79.619887166"	"102.3339675021"	"111.3441579533"	"99.3996662331"	"130.1613628006"	"84.910383873"	"893.8261406374"	"911.7090022516"	"916.8417443538"
""	""	""	""	""	"179.0564"	""	""	""	"0.64"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"248.4484917068"	"270.5113947296"	"260.8148386574"	"19.04546134"	"26.5491343582"	"26.5749645805"	"1381.6487539458"	"1549.4006077528"	"1291.5171956587"	"167.3910887442"	"181.9779098638"	"174.5166640155"
""	""	""	""	""	"180.0296"	""	""	""	"19.86"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"7.4730238664"	"1.9201233453"	"0"	"0"	"0"	"3.720050711"	"0"	"0"	"0"	"0"	"2.9459412565"
""	""	""	""	""	"180.0338"	""	""	""	"1.62"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"17.5291348457"	"6.5494207287"	"8.8042738724"	"7.3052600574"	"12.7053325427"	"0"	"0"	"185.6170598475"	"133.8420291833"	"197.9918265224"
""	""	""	""	""	"181.9741"	""	""	""	"8.02"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"563.0241865397"	"238.70431952"	"434.2233951283"	"0"	"0"	"0"	"221.4939679933"	"46.0550896037"	"157.1073922431"	"0"	"0"	"3.697814308"
""	""	""	""	""	"182.9979"	""	""	""	"0.98"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"464.5811090946"	"226.6941440821"	"717.5855680394"	"41.000150547"	"24.425972271"	"61.2457379532"	"1334.9751200128"	"532.0536939362"	"311.83522645"	"1054.9537901465"	"743.3209299803"	"649.3448968691"
""	""	""	""	""	"183.03"	""	""	""	"5.03"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"34.1644584942"	"64.5785499716"	"54.9105291176"	"468.8800987244"	"484.0623556232"	"431.4734846973"	"0"	"0"	"0"	"0"	"0"	"0"
""	""	""	""	""	"183.0495"	""	""	""	"1.04"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"6.9521382248"	"6.3983251446"	"0"	"45.2946874173"	"49.0949614811"	"99.2198196745"
""	""	""	""	""	"183.103"	""	""	""	"9.2"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"370.9365404129"	"325.8016783142"	"550.0792703247"	"400.4061843872"	"495.1423831177"	"595.6742370605"	"71.5858578968"	"82.0990315628"	"65.7302731705"	"997.3167970995"	"650.1230461375"	"1008.9998320377"
""	""	""	""	""	"183.14"	""	""	""	"12.37"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"35.416595341"	"32.5368118382"	"41.3032539767"	"426.4572658825"	"445.6587476826"	"428.0768373299"	"0"	"0"	"0"	"29.7903261828"	"13.2129337104"	"15.337405107"
""	""	""	""	""	"184.0621"	""	""	""	"2.04"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"49.383027544"	"50.3154820585"	"64.3053141975"	"18.2893710291"	"4.9387787247"	"6.3547772551"	"3.456885944"	"0"	"0"	"128.3958465334"	"0"	"5.2684205631"
""	""	""	""	""	"185.0281"	""	""	""	"1.18"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"55.1730778867"	"49.4351829076"	"63.3464453256"	"3.2922039557"	"4.2991857815"	"6.2228491688"	"209.6807693404"	"129.2050437987"	"128.2606310797"	"286.8532228533"	"138.0462458438"	"254.8311248295"
""	""	""	""	""	"187.0983"	""	""	""	"6.38"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"295.069577117"	"319.9253572845"	"373.9474306965"	"1186.1850558424"	"1090.4931713867"	"1254.2478644419"	"155.6461295462"	"181.2634947538"	"148.8556635523"	"2045.4785614014"	"1631.8074277751"	"1770.2206873576"
""	""	""	""	""	"189.0168"	""	""	""	"6.01"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"223.2896447372"	"216.2856951904"	"181.4078836441"	"64.3222203827"	"69.672301445"	"54.3519742966"	"192.2764225769"	"201.543415184"	"206.4713609314"	"94.7547844887"	"0"	"66.373177611"
""	""	""	""	""	"189.0678"	""	""	""	"1.04"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"808.2582122548"	"593.56326039"	"761.4404405403"
""	""	""	""	""	"189.0771"	""	""	""	"2.68"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"416.0607637199"	"257.8135562007"	"348.02053449"
""	""	""	""	""	"189.0771"	""	""	""	"1"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"35.7130137777"	"46.2633621556"	"90.3629039598"	"88.1165372753"	"73.8924312115"	"13.20820207"	"10.7818393433"	"0"	"0"	"0"	"0"
""	""	""	""	""	"190.0516"	""	""	""	"2.12"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"30.9145701806"	"28.0972149277"	"24.6585679968"
""	""	""	""	""	"190.0876"	""	""	""	"4.73"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0.8866846091"	"2.6288837755"	"7.5758596087"	"0"	"0"	"0"	"149.4035044416"	"149.3776874352"	"149.2653658181"
""	""	""	""	""	"191.0146"	""	""	""	"2.77"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"8.579317522"	"0"	"6.6197282553"	"11.9165717411"	"12.3493060112"	"18.1875904369"	"0"	"0"	"0"	"31.7426077922"	"27.2833808374"	"53.2402760251"
""	""	""	""	""	"191.0564"	""	""	""	"4.16"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"165.0731487083"	"180.8949876618"	"262.6943969917"	"31.0458886719"	"39.4866986847"	"45.0573217773"	"226.9169940186"	"128.582728405"	"79.319930172"	"320.8131250763"	"283.9063330332"	"319.6376891581"
""	""	""	""	""	"191.0567"	""	""	""	"3.25"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"2882.0635532233"	"2744.3057385039"	"3282.0803048396"	"489.837040596"	"481.2640976524"	"772.3351356387"	"2750.1539567566"	"2876.5075116992"	"1415.775846138"	"9662.301561022"	"7279.0226076965"	"6825.5843169127"
""	""	""	""	""	"192.0247"	""	""	""	"0.67"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"6.2952429819"	"9.0987653923"	"0"	"0"	"0"	"7.1122618318"	"57.7348108323"	"74.1269301124"	"41.3484067504"
""	""	""	""	""	"192.9978"	""	""	""	"11.74"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"75.7763995051"	"80.9855723"	"34.169489544"	"5.5318383598"	"0"	"0"	"112.4076073265"	"127.9116750121"	"23.7768799043"	"11.4461269887"	"19.9702523232"	"24.3966036781"
""	""	""	""	""	"193.0107"	""	""	""	"2.76"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"8.8683572149"	"11.5131410122"	"15.7989694119"	"0"	"0"	"0"	"16.3478988743"	"16.2342052078"	"26.9852021535"
""	""	""	""	""	"193.0509"	""	""	""	"3.58"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"9.3834271705"	"16.8342108703"	"9.3361332083"	"11.8412216353"	"6.1601597834"	"15.8182509655"	"8.7309182739"	"3.7969641948"	"247.5088552729"	"262.7710287539"	"264.5015481726"
""	""	""	""	""	"193.1236"	""	""	""	"11.41"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"765.2099018478"	"806.9654663396"	"713.7064832687"	"1565.8010487366"	"1610.5888839722"	"1496.8064818955"	"0"	"0"	"0"	"187.0587864872"	"108.1327213796"	"100.4874311177"
""	""	""	""	""	"195.0665"	""	""	""	"5.36"	"PO:http://purl.obolibrary.org/obo/PO_0025034"	"leaf"	""	""	""	""	""	""	""	""	""	"0"	"7.2831133568"	"0"	"27.9406482661"	"25.0018712664"	"30.6241808057"	"42.3640817714"	"79.5568655312"	"32.5489689249"	"458.1589353959"	"504.2762034861"	"546.5278303528"
